zip_code,year,nypd_calls_311
11428,2020 ,1758
11428,2021 ,1954
11428,2022 ,2144
11428,2023 ,1245
11429,2011 ,559
11429,2012 ,617
11429,2013 ,644
11429,2014 ,1054
11429,2015 ,1276
11429,2016 ,1319
11429,2017 ,1513
11429,2018 ,1565
11429,2019 ,1887
11429,2020 ,2570
11429,2021 ,2754
11429,2022 ,2345
11429,2023 ,1215
11430,2011 ,8
11430,2012 ,14
11430,2013 ,21
11430,2014 ,29
11430,2015 ,33
11430,2016 ,32
11430,2017 ,68
11430,2018 ,78
11430,2019 ,167
11430,2020 ,95
11430,2021 ,82
11430,2022 ,118
11430,2023 ,67
11432,2011 ,1642
11432,2012 ,1878
11432,2013 ,1922
11432,2014 ,2275
11432,2015 ,3223
11432,2016 ,3385
11432,2017 ,3648
11432,2018 ,5542
11432,2019 ,6937
11432,2020 ,7204
11432,2021 ,8767
11432,2022 ,7753
11432,2023 ,5030
11433,2011 ,1161
11433,2012 ,1307
11433,2013 ,1304
11433,2014 ,2059
11433,2015 ,2488
11433,2016 ,2957
11433,2017 ,3538
11433,2018 ,3781
11433,2019 ,3836
11433,2020 ,5779
11433,2021 ,7519
11433,2022 ,6020
11433,2023 ,4184
11434,2011 ,1545
11434,2012 ,1692
11434,2013 ,1697
11434,2014 ,2438
11434,2015 ,2865
11434,2016 ,3640
11434,2017 ,3990
11434,2018 ,4482
11434,2019 ,5192
11434,2020 ,6294
11434,2021 ,6885
11434,2022 ,6863
11434,2023 ,3401
11435,2011 ,2030
11435,2012 ,1859
11435,2013 ,2174
11435,2014 ,2809
11435,2015 ,3650
11435,2016 ,4156
11435,2017 ,4680
11435,2018 ,4998
11435,2019 ,5791
11435,2020 ,7127
11435,2021 ,8012
11435,2022 ,7854
11435,2023 ,4217
11436,2011 ,825
11436,2012 ,727
11436,2013 ,846
11436,2014 ,1167
11436,2015 ,1645
11436,2016 ,1867
11436,2017 ,1971
11436,2018 ,2196
11436,2019 ,2544
11436,2020 ,3204
11436,2021 ,3935
11436,2022 ,3705
11436,2023 ,1985
11451,2014 ,1
11451,2015 ,1
11691,2011 ,1206
11691,2012 ,1049
11691,2013 ,1181
11691,2014 ,1977
11691,2015 ,2216
11691,2016 ,2846
11691,2017 ,3395
11691,2018 ,3575
11691,2019 ,3669
11691,2020 ,4856
11691,2021 ,4799
11691,2022 ,4832
11691,2023 ,2564
11692,2011 ,339
11692,2012 ,364
11692,2013 ,308
11692,2014 ,567
11692,2015 ,551
11692,2016 ,1003
11692,2017 ,956
11692,2018 ,833
11692,2019 ,1040
11692,2020 ,1698
11692,2021 ,1838
11692,2022 ,1567
11692,2023 ,1024
11693,2011 ,322
11693,2012 ,334
11693,2013 ,525
11693,2014 ,642
11693,2015 ,703
11693,2016 ,921
11693,2017 ,1189
11693,2018 ,1058
11693,2019 ,972
11693,2020 ,2204
11693,2021 ,2403
11693,2022 ,1879
11693,2023 ,1072
11694,2011 ,432
11694,2012 ,420
11694,2013 ,561
11694,2014 ,838
11694,2015 ,1273
11694,2016 ,1403
11694,2017 ,1576
11694,2018 ,1419
11694,2019 ,1771
11694,2020 ,3332
11694,2021 ,3273
11694,2022 ,3802
11694,2023 ,1929
11695,2012 ,1
11695,2015 ,3
11695,2016 ,3
11695,2017 ,2
11695,2018 ,1
11695,2020 ,6
11695,2021 ,1
11695,2022 ,1
11695,2023 ,1
11697,2011 ,12
11697,2012 ,18
11697,2013 ,2
11697,2014 ,15
11697,2015 ,35
11697,2016 ,19
11697,2017 ,46
11697,2018 ,70
11697,2019 ,93
11697,2020 ,110
11697,2021 ,69
11697,2022 ,34
11697,2023 ,11
12222,2016 ,2
12222,2017 ,1
12222,2018 ,1
12345,2018 ,2
12345,2019 ,28
12345,2020 ,34
12345,2021 ,38
12345,2022 ,36
12345,2023 ,14
13207,2018 ,1
NA,2011 ,19
NA,2012 ,24
NA,2013 ,92
NA,2014 ,331
NA,2015 ,4311
NA,2016 ,4314
NA,2017 ,2361
NA,2018 ,1863
NA,2019 ,624
NA,2020 ,1014
NA,2021 ,8863
NA,2022 ,13591
NA,2023 ,3777
