zip,year,class,count
10460,2020-01-01T00:00:00Z,C,2446
10461,2020-01-01T00:00:00Z,A,405
10461,2020-01-01T00:00:00Z,B,701
10461,2020-01-01T00:00:00Z,C,476
10462,2020-01-01T00:00:00Z,A,1000
10462,2020-01-01T00:00:00Z,B,1976
10462,2020-01-01T00:00:00Z,C,1233
10463,2020-01-01T00:00:00Z,A,734
10463,2020-01-01T00:00:00Z,B,1727
10463,2020-01-01T00:00:00Z,C,1149
10464,2020-01-01T00:00:00Z,A,15
10464,2020-01-01T00:00:00Z,B,46
10464,2020-01-01T00:00:00Z,C,20
10465,2020-01-01T00:00:00Z,A,44
10465,2020-01-01T00:00:00Z,B,116
10465,2020-01-01T00:00:00Z,C,98
10466,2020-01-01T00:00:00Z,A,1063
10466,2020-01-01T00:00:00Z,B,1981
10466,2020-01-01T00:00:00Z,C,1448
10467,2020-01-01T00:00:00Z,A,2204
10467,2020-01-01T00:00:00Z,B,4421
10467,2020-01-01T00:00:00Z,C,3421
10468,2020-01-01T00:00:00Z,A,2167
10468,2020-01-01T00:00:00Z,B,4170
10468,2020-01-01T00:00:00Z,C,3310
10469,2020-01-01T00:00:00Z,A,325
10469,2020-01-01T00:00:00Z,B,734
10469,2020-01-01T00:00:00Z,C,510
10470,2020-01-01T00:00:00Z,A,220
10470,2020-01-01T00:00:00Z,B,381
10470,2020-01-01T00:00:00Z,C,347
10471,2020-01-01T00:00:00Z,A,54
10471,2020-01-01T00:00:00Z,B,138
10471,2020-01-01T00:00:00Z,C,81
10472,2020-01-01T00:00:00Z,A,1381
10472,2020-01-01T00:00:00Z,B,2542
10472,2020-01-01T00:00:00Z,C,2055
10473,2020-01-01T00:00:00Z,A,432
10473,2020-01-01T00:00:00Z,B,761
10473,2020-01-01T00:00:00Z,C,591
10474,2020-01-01T00:00:00Z,A,367
10474,2020-01-01T00:00:00Z,B,845
10474,2020-01-01T00:00:00Z,C,568
10475,2020-01-01T00:00:00Z,A,170
10475,2020-01-01T00:00:00Z,B,246
10475,2020-01-01T00:00:00Z,C,98
11001,2020-01-01T00:00:00Z,B,1
11001,2020-01-01T00:00:00Z,C,1
11004,2020-01-01T00:00:00Z,A,3
11004,2020-01-01T00:00:00Z,B,7
11004,2020-01-01T00:00:00Z,C,5
11101,2020-01-01T00:00:00Z,A,159
11101,2020-01-01T00:00:00Z,B,212
11101,2020-01-01T00:00:00Z,C,200
11102,2020-01-01T00:00:00Z,A,261
11102,2020-01-01T00:00:00Z,B,338
11102,2020-01-01T00:00:00Z,C,257
11103,2020-01-01T00:00:00Z,A,257
11103,2020-01-01T00:00:00Z,B,361
11103,2020-01-01T00:00:00Z,C,312
11104,2020-01-01T00:00:00Z,A,200
11104,2020-01-01T00:00:00Z,B,305
11104,2020-01-01T00:00:00Z,C,242
11105,2020-01-01T00:00:00Z,A,259
11105,2020-01-01T00:00:00Z,B,422
11105,2020-01-01T00:00:00Z,C,323
11106,2020-01-01T00:00:00Z,A,205
11106,2020-01-01T00:00:00Z,B,308
11106,2020-01-01T00:00:00Z,C,239
11201,2020-01-01T00:00:00Z,A,309
11201,2020-01-01T00:00:00Z,B,354
11201,2020-01-01T00:00:00Z,C,195
11203,2020-01-01T00:00:00Z,A,1750
11203,2020-01-01T00:00:00Z,B,4196
11203,2020-01-01T00:00:00Z,C,2663
11204,2020-01-01T00:00:00Z,A,685
11204,2020-01-01T00:00:00Z,B,1167
11204,2020-01-01T00:00:00Z,C,893
11205,2020-01-01T00:00:00Z,A,705
11205,2020-01-01T00:00:00Z,B,862
11205,2020-01-01T00:00:00Z,C,546
11206,2020-01-01T00:00:00Z,A,1213
11206,2020-01-01T00:00:00Z,B,1701
11206,2020-01-01T00:00:00Z,C,1089
11207,2020-01-01T00:00:00Z,A,1976
11207,2020-01-01T00:00:00Z,B,4273
11207,2020-01-01T00:00:00Z,C,2821
11208,2020-01-01T00:00:00Z,A,1546
11208,2020-01-01T00:00:00Z,B,3533
11208,2020-01-01T00:00:00Z,C,2210
11209,2020-01-01T00:00:00Z,A,736
11209,2020-01-01T00:00:00Z,B,1221
11209,2020-01-01T00:00:00Z,C,699
11210,2020-01-01T00:00:00Z,A,879
11210,2020-01-01T00:00:00Z,B,2017
11210,2020-01-01T00:00:00Z,C,1322
11211,2020-01-01T00:00:00Z,A,1158
11211,2020-01-01T00:00:00Z,B,1714
11211,2020-01-01T00:00:00Z,C,1150
11212,2020-01-01T00:00:00Z,A,1962
11212,2020-01-01T00:00:00Z,B,4713
11212,2020-01-01T00:00:00Z,C,3299
11213,2020-01-01T00:00:00Z,A,2467
11213,2020-01-01T00:00:00Z,B,4868
11213,2020-01-01T00:00:00Z,C,3128
11214,2020-01-01T00:00:00Z,A,1017
11214,2020-01-01T00:00:00Z,B,1569
11214,2020-01-01T00:00:00Z,C,1304
11215,2020-01-01T00:00:00Z,A,644
11215,2020-01-01T00:00:00Z,B,821
11215,2020-01-01T00:00:00Z,C,517
11216,2020-01-01T00:00:00Z,A,1826
11216,2020-01-01T00:00:00Z,B,3065
11216,2020-01-01T00:00:00Z,C,2016
11217,2020-01-01T00:00:00Z,A,382
11217,2020-01-01T00:00:00Z,B,493
11217,2020-01-01T00:00:00Z,C,307
11218,2020-01-01T00:00:00Z,A,1033
11218,2020-01-01T00:00:00Z,B,1676
11218,2020-01-01T00:00:00Z,C,1092
11219,2020-01-01T00:00:00Z,A,1103
11219,2020-01-01T00:00:00Z,B,1544
11219,2020-01-01T00:00:00Z,C,1090
11220,2020-01-01T00:00:00Z,A,1256
11220,2020-01-01T00:00:00Z,B,1951
11220,2020-01-01T00:00:00Z,C,1464
11221,2020-01-01T00:00:00Z,A,1899
11221,2020-01-01T00:00:00Z,B,3570
11221,2020-01-01T00:00:00Z,C,2310
11222,2020-01-01T00:00:00Z,A,525
11222,2020-01-01T00:00:00Z,B,671
11222,2020-01-01T00:00:00Z,C,482
11223,2020-01-01T00:00:00Z,A,684
11223,2020-01-01T00:00:00Z,B,1197
11223,2020-01-01T00:00:00Z,C,892
11224,2020-01-01T00:00:00Z,A,558
11224,2020-01-01T00:00:00Z,B,741
11224,2020-01-01T00:00:00Z,C,538
11225,2020-01-01T00:00:00Z,A,2188
11225,2020-01-01T00:00:00Z,B,4818
11225,2020-01-01T00:00:00Z,C,2892
11226,2020-01-01T00:00:00Z,A,4449
11226,2020-01-01T00:00:00Z,B,9417
11226,2020-01-01T00:00:00Z,C,6379
11228,2020-01-01T00:00:00Z,A,183
11228,2020-01-01T00:00:00Z,B,288
11228,2020-01-01T00:00:00Z,C,188
11229,2020-01-01T00:00:00Z,A,629
11229,2020-01-01T00:00:00Z,B,1258
11229,2020-01-01T00:00:00Z,C,815
11230,2020-01-01T00:00:00Z,A,1498
11230,2020-01-01T00:00:00Z,B,2862
11230,2020-01-01T00:00:00Z,C,1923
11231,2020-01-01T00:00:00Z,A,472
11231,2020-01-01T00:00:00Z,B,682
11231,2020-01-01T00:00:00Z,C,431
11232,2020-01-01T00:00:00Z,A,649
11232,2020-01-01T00:00:00Z,B,1287
11232,2020-01-01T00:00:00Z,C,993
11233,2020-01-01T00:00:00Z,A,2209
11233,2020-01-01T00:00:00Z,B,4033
11233,2020-01-01T00:00:00Z,C,2770
11234,2020-01-01T00:00:00Z,A,182
11234,2020-01-01T00:00:00Z,B,700
11234,2020-01-01T00:00:00Z,C,372
11235,2020-01-01T00:00:00Z,A,760
11235,2020-01-01T00:00:00Z,B,1358
11235,2020-01-01T00:00:00Z,C,966
11236,2020-01-01T00:00:00Z,A,425
11236,2020-01-01T00:00:00Z,B,1354
11236,2020-01-01T00:00:00Z,C,731
11237,2020-01-01T00:00:00Z,A,1547
11237,2020-01-01T00:00:00Z,B,2685
11237,2020-01-01T00:00:00Z,C,1758
11238,2020-01-01T00:00:00Z,A,1103
11238,2020-01-01T00:00:00Z,B,1909
11238,2020-01-01T00:00:00Z,C,1036
11239,2020-01-01T00:00:00Z,A,140
11239,2020-01-01T00:00:00Z,B,165
11239,2020-01-01T00:00:00Z,C,73
11249,2020-01-01T00:00:00Z,A,255
11249,2020-01-01T00:00:00Z,B,319
11249,2020-01-01T00:00:00Z,C,222
11354,2020-01-01T00:00:00Z,A,214
11354,2020-01-01T00:00:00Z,B,337
11354,2020-01-01T00:00:00Z,C,329
11355,2020-01-01T00:00:00Z,A,368
11355,2020-01-01T00:00:00Z,B,530
11355,2020-01-01T00:00:00Z,C,464
11356,2020-01-01T00:00:00Z,A,49
11356,2020-01-01T00:00:00Z,B,126
11356,2020-01-01T00:00:00Z,C,69
11357,2020-01-01T00:00:00Z,A,20
11357,2020-01-01T00:00:00Z,B,29
11357,2020-01-01T00:00:00Z,C,14
11358,2020-01-01T00:00:00Z,A,64
11358,2020-01-01T00:00:00Z,B,132
11358,2020-01-01T00:00:00Z,C,74
11360,2020-01-01T00:00:00Z,A,10
11360,2020-01-01T00:00:00Z,B,10
11360,2020-01-01T00:00:00Z,C,8
11361,2020-01-01T00:00:00Z,A,24
11361,2020-01-01T00:00:00Z,B,44
11361,2020-01-01T00:00:00Z,C,19
11362,2020-01-01T00:00:00Z,B,5
11363,2020-01-01T00:00:00Z,A,28
11363,2020-01-01T00:00:00Z,B,1
11363,2020-01-01T00:00:00Z,C,1
11364,2020-01-01T00:00:00Z,A,18
11364,2020-01-01T00:00:00Z,B,41
11364,2020-01-01T00:00:00Z,C,22
11365,2020-01-01T00:00:00Z,A,35
11365,2020-01-01T00:00:00Z,B,47
11365,2020-01-01T00:00:00Z,C,55
11366,2020-01-01T00:00:00Z,A,10
11366,2020-01-01T00:00:00Z,B,86
11366,2020-01-01T00:00:00Z,C,31
11367,2020-01-01T00:00:00Z,A,140
11367,2020-01-01T00:00:00Z,B,260
11367,2020-01-01T00:00:00Z,C,154
11368,2020-01-01T00:00:00Z,A,557
11368,2020-01-01T00:00:00Z,B,834
11368,2020-01-01T00:00:00Z,C,703
11369,2020-01-01T00:00:00Z,A,75
11369,2020-01-01T00:00:00Z,B,122
11369,2020-01-01T00:00:00Z,C,96
11370,2020-01-01T00:00:00Z,A,31
11370,2020-01-01T00:00:00Z,B,43
11370,2020-01-01T00:00:00Z,C,27
11372,2020-01-01T00:00:00Z,A,302
11372,2020-01-01T00:00:00Z,B,751
11372,2020-01-01T00:00:00Z,C,594
11373,2020-01-01T00:00:00Z,A,424
11373,2020-01-01T00:00:00Z,B,798
11373,2020-01-01T00:00:00Z,C,708
11374,2020-01-01T00:00:00Z,A,154
11374,2020-01-01T00:00:00Z,B,301
11374,2020-01-01T00:00:00Z,C,216
11375,2020-01-01T00:00:00Z,A,192
11375,2020-01-01T00:00:00Z,B,303
11375,2020-01-01T00:00:00Z,C,154
11377,2020-01-01T00:00:00Z,A,318
11377,2020-01-01T00:00:00Z,B,518
11377,2020-01-01T00:00:00Z,C,454
11378,2020-01-01T00:00:00Z,A,67
11378,2020-01-01T00:00:00Z,B,60
11378,2020-01-01T00:00:00Z,C,52
11379,2020-01-01T00:00:00Z,A,25
11379,2020-01-01T00:00:00Z,B,75
11379,2020-01-01T00:00:00Z,C,43
11385,2020-01-01T00:00:00Z,A,898
11385,2020-01-01T00:00:00Z,B,1273
11385,2020-01-01T00:00:00Z,C,1039
11411,2020-01-01T00:00:00Z,A,4
11411,2020-01-01T00:00:00Z,B,72
11411,2020-01-01T00:00:00Z,C,31
11412,2020-01-01T00:00:00Z,A,88
11412,2020-01-01T00:00:00Z,B,241
11412,2020-01-01T00:00:00Z,C,89
11413,2020-01-01T00:00:00Z,A,47
11413,2020-01-01T00:00:00Z,B,188
11413,2020-01-01T00:00:00Z,C,95
11414,2020-01-01T00:00:00Z,A,51
11414,2020-01-01T00:00:00Z,B,58
11414,2020-01-01T00:00:00Z,C,25
11415,2020-01-01T00:00:00Z,A,137
11415,2020-01-01T00:00:00Z,B,262
11415,2020-01-01T00:00:00Z,C,175
11416,2020-01-01T00:00:00Z,A,91
11416,2020-01-01T00:00:00Z,B,161
11416,2020-01-01T00:00:00Z,C,113
11417,2020-01-01T00:00:00Z,A,70
11417,2020-01-01T00:00:00Z,B,139
11417,2020-01-01T00:00:00Z,C,98
11418,2020-01-01T00:00:00Z,A,163
11418,2020-01-01T00:00:00Z,B,306
11418,2020-01-01T00:00:00Z,C,199
11419,2020-01-01T00:00:00Z,A,94
11419,2020-01-01T00:00:00Z,B,222
11419,2020-01-01T00:00:00Z,C,136
11420,2020-01-01T00:00:00Z,A,79
11420,2020-01-01T00:00:00Z,B,227
11420,2020-01-01T00:00:00Z,C,116
11421,2020-01-01T00:00:00Z,A,121
11421,2020-01-01T00:00:00Z,B,339
11421,2020-01-01T00:00:00Z,C,127
11422,2020-01-01T00:00:00Z,A,39
11422,2020-01-01T00:00:00Z,B,88
11422,2020-01-01T00:00:00Z,C,45
11423,2020-01-01T00:00:00Z,A,47
11423,2020-01-01T00:00:00Z,B,212
11423,2020-01-01T00:00:00Z,C,100
11426,2020-01-01T00:00:00Z,A,8
11426,2020-01-01T00:00:00Z,B,24
11426,2020-01-01T00:00:00Z,C,7
11427,2020-01-01T00:00:00Z,A,24
11427,2020-01-01T00:00:00Z,B,82
11427,2020-01-01T00:00:00Z,C,34
11428,2020-01-01T00:00:00Z,A,25
11428,2020-01-01T00:00:00Z,B,89
11428,2020-01-01T00:00:00Z,C,58
11429,2020-01-01T00:00:00Z,A,27
11429,2020-01-01T00:00:00Z,B,130
11429,2020-01-01T00:00:00Z,C,41
11432,2020-01-01T00:00:00Z,A,264
11432,2020-01-01T00:00:00Z,B,593
11432,2020-01-01T00:00:00Z,C,622
11433,2020-01-01T00:00:00Z,A,117
11433,2020-01-01T00:00:00Z,B,364
11433,2020-01-01T00:00:00Z,C,237
11434,2020-01-01T00:00:00Z,A,172
11434,2020-01-01T00:00:00Z,B,488
11434,2020-01-01T00:00:00Z,C,242
11435,2020-01-01T00:00:00Z,A,204
11435,2020-01-01T00:00:00Z,B,426
11435,2020-01-01T00:00:00Z,C,435
11436,2020-01-01T00:00:00Z,A,34
11436,2020-01-01T00:00:00Z,B,180
11436,2020-01-01T00:00:00Z,C,70
11452,2020-01-01T00:00:00Z,A,9
11452,2020-01-01T00:00:00Z,B,5
11452,2020-01-01T00:00:00Z,C,12
11691,2020-01-01T00:00:00Z,A,630
11691,2020-01-01T00:00:00Z,B,1348
11691,2020-01-01T00:00:00Z,C,964
11692,2020-01-01T00:00:00Z,A,459
11692,2020-01-01T00:00:00Z,B,676
11692,2020-01-01T00:00:00Z,C,389
11693,2020-01-01T00:00:00Z,A,33
11693,2020-01-01T00:00:00Z,B,68
11693,2020-01-01T00:00:00Z,C,33
11694,2020-01-01T00:00:00Z,A,129
11694,2020-01-01T00:00:00Z,B,195
11694,2020-01-01T00:00:00Z,C,90
NA,2020-01-01T00:00:00Z,A,185
NA,2020-01-01T00:00:00Z,B,76
NA,2020-01-01T00:00:00Z,C,76
1901,2021-01-01T00:00:00Z,A,1
1901,2021-01-01T00:00:00Z,B,2
2008,2021-01-01T00:00:00Z,A,1
2009,2021-01-01T00:00:00Z,A,1
2015,2021-01-01T00:00:00Z,A,1
2015,2021-01-01T00:00:00Z,C,1
2016,2021-01-01T00:00:00Z,A,2
2016,2021-01-01T00:00:00Z,B,2
2017,2021-01-01T00:00:00Z,A,2
2018,2021-01-01T00:00:00Z,A,4
2018,2021-01-01T00:00:00Z,B,3
2019,2021-01-01T00:00:00Z,A,1
3366,2021-01-01T00:00:00Z,A,1
10001,2021-01-01T00:00:00Z,A,466
10001,2021-01-01T00:00:00Z,B,384
10001,2021-01-01T00:00:00Z,C,277
10002,2021-01-01T00:00:00Z,A,1571
10002,2021-01-01T00:00:00Z,B,1176
10002,2021-01-01T00:00:00Z,C,895
10003,2021-01-01T00:00:00Z,A,1346
10003,2021-01-01T00:00:00Z,B,982
10003,2021-01-01T00:00:00Z,C,759
10004,2021-01-01T00:00:00Z,A,23
10004,2021-01-01T00:00:00Z,B,3
10004,2021-01-01T00:00:00Z,C,2
10005,2021-01-01T00:00:00Z,A,58
10005,2021-01-01T00:00:00Z,B,7
10005,2021-01-01T00:00:00Z,C,5
10006,2021-01-01T00:00:00Z,A,37
10006,2021-01-01T00:00:00Z,B,32
10006,2021-01-01T00:00:00Z,C,4
10007,2021-01-01T00:00:00Z,A,93
10007,2021-01-01T00:00:00Z,B,56
10007,2021-01-01T00:00:00Z,C,23
10009,2021-01-01T00:00:00Z,A,1369
10009,2021-01-01T00:00:00Z,B,1205
10009,2021-01-01T00:00:00Z,C,720
10010,2021-01-01T00:00:00Z,A,304
10010,2021-01-01T00:00:00Z,B,266
10010,2021-01-01T00:00:00Z,C,111
10011,2021-01-01T00:00:00Z,A,1155
10011,2021-01-01T00:00:00Z,B,649
10011,2021-01-01T00:00:00Z,C,408
10012,2021-01-01T00:00:00Z,A,748
10012,2021-01-01T00:00:00Z,B,442
10012,2021-01-01T00:00:00Z,C,330
10013,2021-01-01T00:00:00Z,A,796
10013,2021-01-01T00:00:00Z,B,326
10013,2021-01-01T00:00:00Z,C,229
10014,2021-01-01T00:00:00Z,A,1025
10014,2021-01-01T00:00:00Z,B,592
10014,2021-01-01T00:00:00Z,C,349
10016,2021-01-01T00:00:00Z,A,833
10016,2021-01-01T00:00:00Z,B,414
10016,2021-01-01T00:00:00Z,C,316
10017,2021-01-01T00:00:00Z,A,179
10017,2021-01-01T00:00:00Z,B,90
10017,2021-01-01T00:00:00Z,C,45
10018,2021-01-01T00:00:00Z,A,203
10018,2021-01-01T00:00:00Z,B,198
10018,2021-01-01T00:00:00Z,C,147
10019,2021-01-01T00:00:00Z,A,869
10019,2021-01-01T00:00:00Z,B,669
10019,2021-01-01T00:00:00Z,C,444
10021,2021-01-01T00:00:00Z,A,539
10021,2021-01-01T00:00:00Z,B,300
10021,2021-01-01T00:00:00Z,C,184
10022,2021-01-01T00:00:00Z,A,630
10022,2021-01-01T00:00:00Z,B,410
10022,2021-01-01T00:00:00Z,C,252
10023,2021-01-01T00:00:00Z,A,783
10023,2021-01-01T00:00:00Z,B,447
10023,2021-01-01T00:00:00Z,C,271
10024,2021-01-01T00:00:00Z,A,1345
10024,2021-01-01T00:00:00Z,B,1129
10024,2021-01-01T00:00:00Z,C,682
10025,2021-01-01T00:00:00Z,A,1797
10025,2021-01-01T00:00:00Z,B,2826
10025,2021-01-01T00:00:00Z,C,1310
10026,2021-01-01T00:00:00Z,A,1524
10026,2021-01-01T00:00:00Z,B,2601
10026,2021-01-01T00:00:00Z,C,1501
10027,2021-01-01T00:00:00Z,A,2691
10027,2021-01-01T00:00:00Z,B,3420
10027,2021-01-01T00:00:00Z,C,1944
10028,2021-01-01T00:00:00Z,A,804
10028,2021-01-01T00:00:00Z,B,570
10028,2021-01-01T00:00:00Z,C,342
10029,2021-01-01T00:00:00Z,A,2176
10029,2021-01-01T00:00:00Z,B,2742
10029,2021-01-01T00:00:00Z,C,1564
10030,2021-01-01T00:00:00Z,A,1910
10030,2021-01-01T00:00:00Z,B,2766
10030,2021-01-01T00:00:00Z,C,1526
10031,2021-01-01T00:00:00Z,A,3492
10031,2021-01-01T00:00:00Z,B,6631
10031,2021-01-01T00:00:00Z,C,3907
10032,2021-01-01T00:00:00Z,A,2768
10032,2021-01-01T00:00:00Z,B,6233
10032,2021-01-01T00:00:00Z,C,3805
10033,2021-01-01T00:00:00Z,A,1979
10033,2021-01-01T00:00:00Z,B,4447
10033,2021-01-01T00:00:00Z,C,2779
10034,2021-01-01T00:00:00Z,A,1418
10034,2021-01-01T00:00:00Z,B,3671
10034,2021-01-01T00:00:00Z,C,2203
10035,2021-01-01T00:00:00Z,A,1788
10035,2021-01-01T00:00:00Z,B,2229
10035,2021-01-01T00:00:00Z,C,1377
10036,2021-01-01T00:00:00Z,A,835
10036,2021-01-01T00:00:00Z,B,553
10036,2021-01-01T00:00:00Z,C,348
10037,2021-01-01T00:00:00Z,A,543
10037,2021-01-01T00:00:00Z,B,755
10037,2021-01-01T00:00:00Z,C,452
10038,2021-01-01T00:00:00Z,A,156
10038,2021-01-01T00:00:00Z,B,73
10038,2021-01-01T00:00:00Z,C,46
10039,2021-01-01T00:00:00Z,A,1362
10039,2021-01-01T00:00:00Z,B,2686
10039,2021-01-01T00:00:00Z,C,1525
10040,2021-01-01T00:00:00Z,A,1482
10040,2021-01-01T00:00:00Z,B,3433
10040,2021-01-01T00:00:00Z,C,1867
10044,2021-01-01T00:00:00Z,A,49
10044,2021-01-01T00:00:00Z,B,26
10044,2021-01-01T00:00:00Z,C,24
10065,2021-01-01T00:00:00Z,A,471
10065,2021-01-01T00:00:00Z,B,339
10065,2021-01-01T00:00:00Z,C,245
10069,2021-01-01T00:00:00Z,A,4
10069,2021-01-01T00:00:00Z,B,4
10075,2021-01-01T00:00:00Z,A,442
10075,2021-01-01T00:00:00Z,B,413
10075,2021-01-01T00:00:00Z,C,239
10128,2021-01-01T00:00:00Z,A,865
10128,2021-01-01T00:00:00Z,B,768
10128,2021-01-01T00:00:00Z,C,464
10280,2021-01-01T00:00:00Z,A,7
10280,2021-01-01T00:00:00Z,B,1
10282,2021-01-01T00:00:00Z,A,11
10282,2021-01-01T00:00:00Z,B,6
10282,2021-01-01T00:00:00Z,C,1
10301,2021-01-01T00:00:00Z,A,514
10301,2021-01-01T00:00:00Z,B,863
10301,2021-01-01T00:00:00Z,C,362
10302,2021-01-01T00:00:00Z,A,187
10302,2021-01-01T00:00:00Z,B,335
10302,2021-01-01T00:00:00Z,C,166
10303,2021-01-01T00:00:00Z,A,376
10303,2021-01-01T00:00:00Z,B,565
10303,2021-01-01T00:00:00Z,C,304
10304,2021-01-01T00:00:00Z,A,462
10304,2021-01-01T00:00:00Z,B,1045
10304,2021-01-01T00:00:00Z,C,498
10305,2021-01-01T00:00:00Z,A,173
10305,2021-01-01T00:00:00Z,B,79
10305,2021-01-01T00:00:00Z,C,52
10306,2021-01-01T00:00:00Z,A,111
10306,2021-01-01T00:00:00Z,B,118
10306,2021-01-01T00:00:00Z,C,51
10307,2021-01-01T00:00:00Z,A,5
10307,2021-01-01T00:00:00Z,C,1
10308,2021-01-01T00:00:00Z,A,28
10308,2021-01-01T00:00:00Z,B,20
10308,2021-01-01T00:00:00Z,C,4
10309,2021-01-01T00:00:00Z,A,8
10309,2021-01-01T00:00:00Z,B,26
10309,2021-01-01T00:00:00Z,C,10
10310,2021-01-01T00:00:00Z,A,156
10310,2021-01-01T00:00:00Z,B,261
10310,2021-01-01T00:00:00Z,C,154
10312,2021-01-01T00:00:00Z,A,48
10312,2021-01-01T00:00:00Z,B,37
10312,2021-01-01T00:00:00Z,C,6
10314,2021-01-01T00:00:00Z,A,185
10314,2021-01-01T00:00:00Z,B,230
10314,2021-01-01T00:00:00Z,C,48
10368,2021-01-01T00:00:00Z,A,1
10416,2021-01-01T00:00:00Z,A,1
10451,2021-01-01T00:00:00Z,A,1557
10451,2021-01-01T00:00:00Z,B,2985
10451,2021-01-01T00:00:00Z,C,1952
10452,2021-01-01T00:00:00Z,A,3785
10452,2021-01-01T00:00:00Z,B,8086
10452,2021-01-01T00:00:00Z,C,4795
10453,2021-01-01T00:00:00Z,A,3361
10453,2021-01-01T00:00:00Z,B,6524
10453,2021-01-01T00:00:00Z,C,4226
10454,2021-01-01T00:00:00Z,A,1469
10454,2021-01-01T00:00:00Z,B,2093
10454,2021-01-01T00:00:00Z,C,1287
10455,2021-01-01T00:00:00Z,A,1760
10455,2021-01-01T00:00:00Z,B,2335
10455,2021-01-01T00:00:00Z,C,1529
10456,2021-01-01T00:00:00Z,A,4184
10456,2021-01-01T00:00:00Z,B,7565
10456,2021-01-01T00:00:00Z,C,4980
10457,2021-01-01T00:00:00Z,A,4234
10457,2021-01-01T00:00:00Z,B,8431
10457,2021-01-01T00:00:00Z,C,5421
10458,2021-01-01T00:00:00Z,A,4149
10458,2021-01-01T00:00:00Z,B,7516
10458,2021-01-01T00:00:00Z,C,5237
10459,2021-01-01T00:00:00Z,A,2604
10459,2021-01-01T00:00:00Z,B,3517
10459,2021-01-01T00:00:00Z,C,2327
10460,2021-01-01T00:00:00Z,A,2996
10460,2021-01-01T00:00:00Z,B,4699
10460,2021-01-01T00:00:00Z,C,3280
10461,2021-01-01T00:00:00Z,A,1633
10461,2021-01-01T00:00:00Z,B,1358
10461,2021-01-01T00:00:00Z,C,828
10462,2021-01-01T00:00:00Z,A,2586
10462,2021-01-01T00:00:00Z,B,3606
10462,2021-01-01T00:00:00Z,C,2095
10463,2021-01-01T00:00:00Z,A,1634
10463,2021-01-01T00:00:00Z,B,3274
10463,2021-01-01T00:00:00Z,C,1989
10464,2021-01-01T00:00:00Z,A,95
10464,2021-01-01T00:00:00Z,B,64
10464,2021-01-01T00:00:00Z,C,57
10465,2021-01-01T00:00:00Z,A,609
10465,2021-01-01T00:00:00Z,B,287
10465,2021-01-01T00:00:00Z,C,202
10466,2021-01-01T00:00:00Z,A,2500
10466,2021-01-01T00:00:00Z,B,3056
10466,2021-01-01T00:00:00Z,C,2014
10467,2021-01-01T00:00:00Z,A,4487
10467,2021-01-01T00:00:00Z,B,7483
10467,2021-01-01T00:00:00Z,C,4977
10468,2021-01-01T00:00:00Z,A,3489
10468,2021-01-01T00:00:00Z,B,7065
10468,2021-01-01T00:00:00Z,C,4768
10469,2021-01-01T00:00:00Z,A,1638
10469,2021-01-01T00:00:00Z,B,1517
10469,2021-01-01T00:00:00Z,C,966
10470,2021-01-01T00:00:00Z,A,517
10470,2021-01-01T00:00:00Z,B,633
10470,2021-01-01T00:00:00Z,C,467
10471,2021-01-01T00:00:00Z,A,225
10471,2021-01-01T00:00:00Z,B,248
10471,2021-01-01T00:00:00Z,C,137
10472,2021-01-01T00:00:00Z,A,3326
10472,2021-01-01T00:00:00Z,B,4220
10472,2021-01-01T00:00:00Z,C,2894
10473,2021-01-01T00:00:00Z,A,869
10473,2021-01-01T00:00:00Z,B,1290
10473,2021-01-01T00:00:00Z,C,630
10474,2021-01-01T00:00:00Z,A,819
10474,2021-01-01T00:00:00Z,B,1478
10474,2021-01-01T00:00:00Z,C,981
10475,2021-01-01T00:00:00Z,A,450
10475,2021-01-01T00:00:00Z,B,409
10475,2021-01-01T00:00:00Z,C,137
11001,2021-01-01T00:00:00Z,A,2
11001,2021-01-01T00:00:00Z,B,3
11001,2021-01-01T00:00:00Z,C,11
11004,2021-01-01T00:00:00Z,A,18
11004,2021-01-01T00:00:00Z,B,29
11004,2021-01-01T00:00:00Z,C,14
11005,2021-01-01T00:00:00Z,B,3
11101,2021-01-01T00:00:00Z,A,674
11101,2021-01-01T00:00:00Z,B,309
11101,2021-01-01T00:00:00Z,C,266
11102,2021-01-01T00:00:00Z,A,1090
11102,2021-01-01T00:00:00Z,B,417
11102,2021-01-01T00:00:00Z,C,376
11103,2021-01-01T00:00:00Z,A,1389
11103,2021-01-01T00:00:00Z,B,534
11103,2021-01-01T00:00:00Z,C,300
11104,2021-01-01T00:00:00Z,A,702
11104,2021-01-01T00:00:00Z,B,621
11104,2021-01-01T00:00:00Z,C,422
11105,2021-01-01T00:00:00Z,A,1141
11105,2021-01-01T00:00:00Z,B,539
11105,2021-01-01T00:00:00Z,C,381
11106,2021-01-01T00:00:00Z,A,1042
11106,2021-01-01T00:00:00Z,B,423
11106,2021-01-01T00:00:00Z,C,272
11109,2021-01-01T00:00:00Z,A,2
11201,2021-01-01T00:00:00Z,A,1419
11201,2021-01-01T00:00:00Z,B,597
11201,2021-01-01T00:00:00Z,C,345
11203,2021-01-01T00:00:00Z,A,3487
11203,2021-01-01T00:00:00Z,B,5315
11203,2021-01-01T00:00:00Z,C,3373
11204,2021-01-01T00:00:00Z,A,2680
11204,2021-01-01T00:00:00Z,B,1720
11204,2021-01-01T00:00:00Z,C,937
