"","zip_code","nyc_flag","year","avg_zhvi","housing_units","agi","total_pop","avg_zhvi_pct","agi_pct","percentile_diff","inner_third_flag","gap_25_pct","bottom_income_quartile","gap_years","first_gap","gentrification_signal"
"5640","10603",0,"2018",463645.32745,6957,147584.337923729,15890,0.456763889294192,0.245994769315208,0.210769119978984,1,0,1,7,0,0
"5641","10603",0,"2019",478295.216333333,6960,150967.72460733,15749,0.4399335282502,0.246759767947338,0.193173760302863,1,0,1,7,0,0
"5642","10603",0,"2020",505348.372441667,6878,153811.70074813,16268,0.46102952868033,0.250462182288906,0.210567346391424,1,0,0,7,0,0
"5643","10603",0,"2021",546211.028591667,7010,NA,NA,0.454502790244158,NA,NA,1,NA,NA,NA,NA,NA
"5644","10604",0,"2011",524440.780716667,4231,111597.0569161,11895,0.837503954013337,0.2405252808443,0.596978673169037,1,1,1,1,NA,NA
"5645","10604",0,"2012",511541.704841667,4315,131547.572727273,11717,0.826228835349487,0.294018419626316,0.532210415723171,1,1,0,2,0,0
"5646","10604",0,"2013",525484.375925,4232,140531.791111111,11932,0.809280716668639,0.31751237538809,0.49176834128055,1,1,0,3,0,0
"5647","10604",0,"2014",554799.981041667,4213,159701.906873614,11652,0.785895528996056,0.36110920350336,0.424786325492696,1,1,0,4,0,0
"5648","10604",0,"2015",581453.146925,4292,169702.122494432,11944,0.773154841470239,0.375166049712268,0.397988791757971,1,1,0,5,0,0
"5649","10604",0,"2016",601018.002275,4383,179963.736141907,11423,0.752595987574801,0.402723592068044,0.349872395506757,1,1,0,6,0,0
"5650","10604",0,"2017",627255.997775,4385,192649.140659341,11377,0.729750294824314,0.408479955622057,0.321270339202257,1,1,0,7,0,0
"5651","10604",0,"2018",652302.732691667,4443,222517.57300885,11602,0.71884199458633,0.454915496786581,0.263926497799749,1,1,0,8,0,0
"5652","10604",0,"2019",641707.395683333,4502,218793.808888889,12042,0.693277114803725,0.438397684269024,0.254879430534701,1,1,0,9,0,0
"5653","10604",0,"2020",662006.047441667,4450,230407.743243243,11940,0.695631263088434,0.461340976559351,0.234290286529083,1,0,0,9,0,0
"5654","10604",0,"2021",709889.2111,4437,NA,NA,0.707987442766324,NA,NA,1,NA,NA,NA,NA,NA
"5655","10605",0,"2011",533129.315208333,8178,72391.335828245,19365,0.846619772583388,0.114983631813329,0.731636140770059,1,1,1,1,NA,NA
"5656","10605",0,"2012",519175.63845,8092,77745.5626242545,19125,0.830048286418793,0.121556708646497,0.708491577772296,1,1,1,2,0,0
"5657","10605",0,"2013",528759.859891667,7855,83108.8447937132,18892,0.810952364451169,0.131016897850816,0.679935466600353,1,1,1,3,0,0
"5658","10605",0,"2014",566266.959558333,7736,92311.7584158416,18294,0.796497519709207,0.144744536709728,0.651752982999479,1,1,1,4,0,0
"5659","10605",0,"2015",596522.275516667,7735,95205.7192982456,18924,0.775573699369433,0.143446565490054,0.632127133879379,1,1,1,5,0,0
"5660","10605",0,"2016",618680.304983333,7670,100249.269230769,18316,0.767243930858457,0.159178334390112,0.608065596468344,1,1,1,6,0,0
"5661","10605",0,"2017",647883.954891667,7904,114488.013409962,18339,0.74858067271706,0.183404380533888,0.565176292183172,1,1,1,7,0,0
"5662","10605",0,"2018",670014.787316667,8319,123374.925572519,19075,0.732994293627486,0.192775408483725,0.540218885143761,1,1,1,8,0,0
"5663","10605",0,"2019",659812.624841667,8303,133319.328301887,19423,0.703235474184768,0.203658904543682,0.499576569641086,1,1,1,9,0,0
